ts,x,y,z,rx,ry,rz,rw
63755672387556,0.08594775,1.562647,-0.3430564,-0.0001417849,0.0319616,-0.01661226,0.999351
63755672387569,0.08575809,1.562279,-0.342327,-0.0004708685,0.03176677,-0.01580022,0.9993703
63755672387582,0.08560491,1.562128,-0.3420516,-0.0001990465,0.03149201,-0.0154336,0.9993848
63755672387596,0.08538759,1.561995,-0.3419659,1.760236E-05,0.03133018,-0.01537817,0.9993908
63755672387610,0.0851115,1.56183,-0.3422116,0.0005444551,0.03117461,-0.0158902,0.9993875
63755672387623,0.08479083,1.561817,-0.3426128,0.0008259708,0.03113533,-0.01655469,0.9993778
63755672387637,0.08460975,1.561971,-0.3429361,0.0008700892,0.03096285,-0.01685768,0.999378
63755672387651,0.08441103,1.561949,-0.3429402,0.0004803904,0.03073904,-0.01680778,0.999386
63755672387665,0.08387244,1.562509,-0.3451843,-0.000399867,0.03053536,-0.01664023,0.9993951
63755672387679,0.08363819,1.562675,-0.3460335,-0.0003227134,0.03042038,-0.01653153,0.9994004
63755672387692,0.08331001,1.563023,-0.3475429,-0.0003452809,0.03050713,-0.0165176,0.999398
63755672387706,0.08308589,1.563341,-0.3487944,-0.0007298898,0.03058921,-0.01662916,0.9993935
63755672387720,0.08261228,1.563981,-0.3512178,-0.001821504,0.03060404,-0.01623808,0.9993981
63755672387734,0.0822928,1.564363,-0.3528104,-0.002515318,0.03060248,-0.01568078,0.9994054
63755672387748,0.0820576,1.564624,-0.3542079,-0.002866059,0.03043203,-0.01524668,0.9994165
63755672387761,0.08138943,1.565242,-0.357382,-0.003020958,0.03055885,-0.01527975,0.9994116
63755672387774,0.08113921,1.565464,-0.3584193,-0.002939907,0.03060129,-0.01516133,0.9994124
63755672387788,0.08034647,1.56621,-0.3618481,-0.003030416,0.03067125,-0.01522473,0.999409
63755672387802,0.0800066,1.566499,-0.3632282,-0.002995954,0.03071295,-0.01530535,0.9994066
63755672387816,0.07943904,1.566883,-0.3658711,-0.002700523,0.03071366,-0.01541467,0.9994057
63755672387830,0.0784297,1.567346,-0.3701598,-0.001347436,0.03077054,-0.0160868,0.9993961
63755672387843,0.07787049,1.567574,-0.3729491,-0.0001795248,0.03057603,-0.01627939,0.9993998
63755672387857,0.0772351,1.567971,-0.3761461,0.001496987,0.03047975,-0.01626567,0.9994019
63755672387871,0.07657886,1.568615,-0.3795054,0.002404517,0.03020203,-0.01621384,0.9994094
63755672387885,0.07615662,1.568993,-0.3812151,0.002093582,0.03014839,-0.01622677,0.9994115
63755672387899,0.07531166,1.569654,-0.3845592,0.001285587,0.02983042,-0.01634656,0.9994205
63755672387912,0.07443202,1.570195,-0.3881284,0.001052463,0.02948358,-0.01650459,0.9994285
63755672387926,0.07315242,1.570889,-0.3933924,0.001622141,0.02904524,-0.01640149,0.9994422
63755672387940,0.07227135,1.571558,-0.3971693,0.001694751,0.02891409,-0.01576187,0.9994562
63755672387954,0.07134676,1.572436,-0.4010216,0.0003667081,0.02881931,-0.01522593,0.9994686
63755672387968,0.07057619,1.573106,-0.4043295,-0.00119435,0.02857148,-0.01453903,0.9994853
63755672387981,0.06967115,1.573768,-0.4083905,-0.002702819,0.02842867,-0.01410403,0.9994927
63755672387995,0.06865788,1.57452,-0.4129081,-0.003925084,0.0283326,-0.01401113,0.9994926
63755672388009,0.06823385,1.574832,-0.4148193,-0.004613023,0.02844372,-0.01411554,0.9994851
63755672388023,0.06737328,1.575553,-0.418839,-0.005509289,0.02862618,-0.01436727,0.9994717
63755672388036,0.06603003,1.576618,-0.4250299,-0.006252073,0.02891636,-0.01428313,0.9994602
63755672388050,0.06523728,1.577201,-0.4286973,-0.006588525,0.0290482,-0.01392904,0.9994593
63755672388064,0.06472301,1.577543,-0.4311058,-0.006629581,0.02902893,-0.01357532,0.9994645
63755672388077,0.06398785,1.577981,-0.4345168,-0.006213294,0.02880471,-0.01305306,0.9994805
63755672388091,0.06238222,1.57879,-0.4415606,-0.004776412,0.0283616,-0.01248007,0.9995084
63755672388104,0.06159854,1.579221,-0.4451546,-0.004373306,0.02817212,-0.01255026,0.9995148
63755672388118,0.06070948,1.57964,-0.4492566,-0.003983354,0.02803513,-0.01246925,0.9995213
63755672388132,0.05962646,1.580115,-0.4544998,-0.002837925,0.02804139,-0.01210982,0.9995294
63755672388147,0.05841982,1.580698,-0.46022,-0.001186958,0.02816617,-0.01169218,0.9995342
63755672388159,0.05762041,1.58104,-0.4638721,-0.0004092988,0.02833969,-0.01139677,0.9995333
63755672388173,0.0567503,1.581293,-0.467757,0.0004293897,0.02850998,-0.0113899,0.9995285
63755672388187,0.05585968,1.581523,-0.4716792,0.00165021,0.02861362,-0.01146931,0.9995234
63755672388201,0.05409324,1.581856,-0.4795145,0.003888071,0.02874274,-0.01123041,0.9995162
63755672388215,0.0532372,1.581923,-0.4834861,0.00513021,0.02868984,-0.01094933,0.9995152
63755672388228,0.0523752,1.581918,-0.48753,0.006570089,0.02875783,-0.01062058,0.9995084
63755672388243,0.05087066,1.581923,-0.4949338,0.009454169,0.02876065,-0.009595541,0.9994956
63755672388256,0.05040121,1.581928,-0.4973028,0.01027455,0.02885789,-0.009312756,0.9994873
63755672388270,0.04890203,1.582028,-0.5047312,0.01184048,0.02925325,-0.00963224,0.9994555
63755672388284,0.04824436,1.582027,-0.5078053,0.01191244,0.02951519,-0.01031225,0.9994402
63755672388297,0.0467571,1.581973,-0.5147003,0.01245902,0.03014245,-0.01127275,0.9994044
